Id,Weekly_Sales
1_14_2013-01-11,14446.360909694966
1_14_2013-01-18,14438.348361513148
1_14_2013-01-25,13919.038238028299
1_14_2013-02-01,14971.641577902035
1_14_2013-02-08,14985.853538918325
1_14_2013-02-15,15115.50519111352
1_14_2013-02-22,15123.952123049005
1_14_2013-03-01,14758.634066766948
1_14_2013-03-08,14418.646536766948
1_14_2013-03-15,13836.99786698839
1_14_2013-03-22,13260.296080492031
1_14_2013-03-29,13865.14811698839
1_14_2013-04-05,13543.297379441643
1_14_2013-04-12,13339.473361278617
1_14_2013-04-19,12995.093805513352
1_14_2013-04-26,13452.763598893764
1_14_2013-05-03,13161.954222948554
1_14_2013-05-10,13235.495562948556
1_14_2013-05-17,13093.780572948555
1_14_2013-05-24,13014.765333742205
1_14_2013-05-31,12965.091058742206
1_14_2013-06-07,12945.921086837447
1_14_2013-06-14,13012.349296837447
1_14_2013-06-21,12987.914914802815
1_14_2013-06-28,13186.796055279008
1_14_2013-07-05,12886.212443467484
1_14_2013-07-12,12640.17482638818
1_14_2013-07-19,12132.02335118081
1_14_2013-07-26,12029.094746677263
1_16_2012-11-02,9179.412880901165
1_16_2012-11-09,8208.515035023478
1_16_2012-11-16,7800.355828242434
1_16_2012-11-23,7872.067305366088
1_16_2012-11-30,7435.425636383458
1_16_2012-12-07,7924.115582331168
1_16_2012-12-14,7130.823787494567
1_16_2012-12-21,7758.189871661235
1_16_2012-12-28,7237.037660451559
1_16_2013-01-04,7321.167655547477
1_16_2013-01-11,7299.23940721414
1_16_2013-01-18,7293.1696322141415
1_16_2013-01-25,7354.699862214141
1_16_2013-02-01,8787.331875244443
1_16_2013-02-08,10892.33721650495
1_16_2013-02-15,10314.928754838285
1_16_2013-02-22,12600.27110039384
1_16_2013-03-01,17891.699759366904
1_16_2013-03-08,16814.98813008119
1_16_2013-03-15,17487.00076912881
1_16_2013-03-22,19348.90422383469
1_16_2013-03-29,17042.14762848908
1_16_2013-04-05,18144.12040740131
1_16_2013-04-12,19526.46694952252
1_16_2013-04-19,19294.47978952252
1_16_2013-04-26,18062.609004522517
1_16_2013-05-03,17765.48176481664
1_16_2013-05-10,17994.63187481664
1_16_2013-05-17,18355.649253149975
1_16_2013-05-24,18137.20185981664
1_16_2013-05-31,17969.705934816644
1_16_2013-06-07,17781.153843149972
1_16_2013-06-14,17348.86695148331
1_16_2013-06-21,17458.449251483307
1_16_2013-06-28,17390.613391483308
1_16_2013-07-05,16527.42209814997
1_16_2013-07-12,14298.902414816639
1_16_2013-07-19,14623.567371483305
1_16_2013-07-26,14212.873796483305
1_17_2012-11-02,8154.688483118533
1_17_2012-11-09,8072.740604106673
1_17_2012-11-16,8830.833670885677
1_17_2012-11-23,9354.994349244074
1_17_2012-11-30,9401.50190296702
1_17_2012-12-07,9454.754057577406
1_17_2012-12-14,9636.795705355182
1_17_2012-12-21,10754.13595199679
1_17_2012-12-28,10263.310915355181
1_17_2013-01-04,8726.748374392118
1_17_2013-01-11,8522.127348962827
1_17_2013-01-18,8578.917121224733
1_17_2013-01-25,8311.935872058064
1_17_2013-02-01,8480.534224533001
1_17_2013-02-08,8652.849490090277
1_17_2013-02-15,8847.809136008282
1_17_2013-02-22,8790.080488129492
1_17_2013-03-01,8852.732865781007
1_17_2013-03-08,8772.227084796159
1_17_2013-03-15,8487.78495668805
1_17_2013-03-22,8380.32032168805
1_17_2013-03-29,8568.862906688053
1_17_2013-04-05,8286.912788354719
1_17_2013-04-12,8231.977358701037
1_17_2013-04-19,8096.073363701039
1_17_2013-04-26,8243.345023701037
1_17_2013-05-03,8142.636353876475
1_17_2013-05-10,8236.404222209807
1_17_2013-05-17,8140.413333876477
1_17_2013-05-24,8019.426361946652
1_17_2013-05-31,7974.317671946653
1_17_2013-06-07,7998.169673613318
1_17_2013-06-14,8040.781173310287
1_17_2013-06-21,8058.076573375222
1_17_2013-06-28,8132.107091152999
1_17_2013-07-05,8076.016246405523
1_17_2013-07-12,8110.5770391833
1_17_2013-07-19,8108.863408805844
1_17_2013-07-26,8296.19054063124
1_18_2012-11-02,14323.942271741287
1_18_2012-11-09,10155.906974259076
1_18_2012-11-16,9588.12155241758
1_18_2012-11-23,16175.750899625371
1_18_2012-11-30,21269.612520669336
1_18_2012-12-07,17545.029447335997
1_18_2012-12-14,19130.773457336003
1_18_2012-12-21,16766.866682032974
1_18_2012-12-28,18388.162534478848
1_18_2013-01-04,5968.467512999876
1_18_2013-01-11,4181.751322999872
1_18_2013-01-18,4900.021532999873
1_18_2013-01-25,3200.307415017418
1_18_2013-02-01,3578.2596650174155
1_18_2013-02-08,4581.11339835075
1_18_2013-02-15,5881.767982999877
1_18_2013-02-22,3989.3288670474926
1_18_2013-03-01,4051.932212303904
1_18_2013-03-08,3514.2461523039037
1_18_2013-03-15,2570.483150988113
1_18_2013-03-22,2520.141629065036
1_18_2013-03-29,3570.350085380826
1_18_2013-04-05,2955.4727441932423
1_18_2013-04-12,2817.6706522324575
1_18_2013-04-19,2485.4884755657904
1_18_2013-04-26,2055.0658718815803
1_18_2013-05-03,1436.5415519287337
1_18_2013-05-10,1438.3845985954008
1_18_2013-05-17,1564.1449335954003
1_18_2013-05-24,1220.1250714058585
1_18_2013-06-07,1290.7077625169698
1_18_2013-07-05,1268.5956591836366
1_19_2012-11-02,1363.841808251437
1_19_2012-11-09,1063.8503508412175
1_19_2012-11-16,1057.7068727039625
1_19_2012-11-23,1059.0733443706292
1_19_2012-11-30,1095.6866977039626
1_19_2012-12-07,1140.9984947039627
1_19_2012-12-14,1171.6424413706293
1_19_2012-12-21,1199.0326163706293
1_19_2012-12-28,1167.2366913706292
1_19_2013-01-04,967.1011776801533
1_19_2013-01-11,936.7011578230105
1_19_2013-01-18,934.7346006801532
1_19_2013-01-25,952.5652561563438
1_19_2013-02-01,1058.7942110372958
1_19_2013-02-08,1025.358915561105
1_19_2013-02-15,1017.1018972277722
1_19_2013-02-22,1063.435205561105
1_19_2013-03-01,1084.4841411671657
1_19_2013-03-08,1111.9527738944382
1_19_2013-03-15,1098.5998305611051
1_19_2013-03-22,1092.6816505611052
1_19_2013-03-29,1104.0612938944382
1_19_2013-04-05,1062.5768888944385
1_19_2013-04-12,1025.8652888944384
1_19_2013-04-19,1011.463942227772
1_19_2013-04-26,999.8528916722164
1_19_2013-05-03,993.227878338883
1_19_2013-05-10,1005.3049416722163
1_19_2013-05-17,1005.8768683388828
1_19_2013-05-24,1000.8722083388831
1_19_2013-05-31,998.7227083388832
1_19_2013-06-07,972.4925562800595
1_19_2013-06-14,946.0426396133932
1_19_2013-06-21,954.1347546133932
1_19_2013-06-28,921.388248082473
1_19_2013-07-05,944.743794613393
1_19_2013-07-12,930.2898214998401
1_19_2013-07-19,965.5854434229166
1_19_2013-07-26,1001.3100452253298
1_20_2012-11-02,3315.817445286936
1_20_2012-11-09,3341.241936031747
1_20_2012-11-16,3383.4303619841285
1_20_2012-11-23,3959.6732693650824
1_20_2012-11-30,3441.5800643650814
1_20_2012-12-07,3440.214911031747
1_20_2012-12-14,3435.073212698414
1_20_2012-12-21,3506.505835317462
1_20_2012-12-28,3905.499486031749
1_20_2013-01-04,3512.4630690764793
1_20_2013-01-11,3436.5713824098116
1_20_2013-01-18,3480.270612409812
1_20_2013-01-25,3440.5423471717168
1_20_2013-02-01,3516.364092489177
1_20_2013-02-08,3599.8402004761924
1_20_2013-02-15,3545.2903954761914
1_20_2013-02-22,3544.3252588095256
1_20_2013-03-01,3624.3542864285723
1_20_2013-03-08,3560.719892142858
1_20_2013-03-15,3530.138497142858
1_20_2013-03-22,3513.3802171428583
1_20_2013-03-29,3522.312667142858
1_20_2013-04-05,3464.4698913095253
1_20_2013-04-12,3457.947295476192
1_20_2013-04-19,3475.041725476193
1_20_2013-04-26,3482.832465476192
1_20_2013-05-03,3509.450426309524
1_20_2013-05-10,3512.2776796428575
1_20_2013-05-17,3534.9941644047612
1_20_2013-05-24,3619.307582738096
1_20_2013-05-31,3670.0444027380963
1_20_2013-06-07,3605.8663195496893
1_20_2013-06-14,3671.420821216356
1_20_2013-06-21,3672.8404662163575
1_20_2013-06-28,3665.1639066925463
1_20_2013-07-05,3655.7803300258806
1_20_2013-07-12,3645.532673835404
