Id,Weekly_Sales
1_2_2013-04-12,45258.924938597134
1_2_2013-04-19,45080.671938566535
1_2_2013-04-26,45456.64354651179
1_2_2013-05-03,43608.941203374474
1_2_2013-05-10,43852.50848983796
1_2_2013-05-17,43739.60392078411
1_2_2013-05-24,43626.62000772504
1_2_2013-05-31,43732.40531500624
1_2_2013-06-07,43699.58199892494
1_2_2013-06-14,44130.66309549328
1_2_2013-06-21,44062.0072639798
1_2_2013-06-28,43584.68197415073
1_2_2013-07-05,43266.04188906609
1_2_2013-07-12,43424.92283936906
1_2_2013-07-19,43505.90809942052
1_2_2013-07-26,43802.48902052548
1_3_2012-11-02,11137.144914572385
1_3_2012-11-09,11816.507084983237
1_3_2012-11-16,11712.557528966001
1_3_2012-11-23,11314.47577806075
1_3_2012-11-30,11414.722724336574
1_3_2012-12-07,12288.20117051949
1_3_2012-12-14,13144.038281544272
1_3_2012-12-21,12892.863195221107
1_3_2012-12-28,12343.617690816238
1_3_2013-01-04,12152.491762966714
1_3_2013-01-11,12771.982082403434
1_3_2013-01-18,13340.53329448996
1_3_2013-01-25,13067.556545508985
1_3_2013-02-01,12250.260635542985
1_3_2013-02-08,11839.022117608645
1_3_2013-02-15,12053.843754955933
1_3_2013-02-22,12531.780596930887
1_3_2013-03-01,12634.189771991778
1_3_2013-03-08,11771.13294834284
1_3_2013-03-15,11257.552481272576
1_3_2013-03-22,11153.766419569336
1_3_2013-03-29,11495.674149310817
1_3_2013-04-05,11340.195614644346
1_3_2013-04-12,10684.51264543986
1_3_2013-04-19,10457.97905071022
1_3_2013-04-26,10924.498828610303
1_3_2013-05-03,13368.532372181759
1_3_2013-05-10,13302.767790701422
1_3_2013-05-17,12445.704620097404
1_3_2013-05-24,12415.223871477385
1_3_2013-05-31,12905.976809933345
1_3_2013-06-07,13042.51359848871
1_3_2013-06-14,13270.374206107872
1_3_2013-06-21,13250.13269252723
1_3_2013-06-28,12670.996726539262
1_3_2013-07-05,13101.212970350469
1_3_2013-07-12,15899.053731440956
1_3_2013-07-19,17494.501672717393
1_3_2013-07-26,20499.835390969725
1_4_2012-11-02,37207.88718189871
1_4_2012-11-09,38313.40451676158
1_4_2012-11-16,39850.982765788736
1_4_2012-11-23,41575.672504383176
1_4_2012-11-30,40632.04876844462
1_4_2012-12-07,40162.63311138363
1_4_2012-12-14,40446.79189445799
1_4_2012-12-21,42571.11321408006
1_4_2012-12-28,42907.488963682976
1_4_2013-01-04,40320.843994958326
1_4_2013-01-11,38357.36711018488
1_4_2013-01-18,37352.73569853815
1_4_2013-01-25,37551.38647866738
1_4_2013-02-01,38575.60939719131
1_4_2013-02-08,39046.26158113517
1_4_2013-02-15,38244.91759796932
1_4_2013-02-22,37295.93157936361
1_4_2013-03-01,37060.32061258466
1_4_2013-03-08,37300.99826286896
1_4_2013-03-15,37622.32243314933
1_4_2013-03-22,37529.21615966644
1_4_2013-03-29,37317.849276019246
1_4_2013-04-05,37287.11009259068
1_4_2013-04-12,37646.33371820553
1_4_2013-04-19,38090.09942875919
1_4_2013-04-26,37768.40974328449
1_4_2013-05-03,36392.073229323854
1_4_2013-05-10,36329.340733542165
1_4_2013-05-17,36895.104420634205
1_4_2013-05-24,38081.144043690365
1_4_2013-05-31,38572.13421955446
1_4_2013-06-07,38004.66339667413
1_4_2013-06-14,37879.73907982357
1_4_2013-06-21,38019.13181984615
1_4_2013-06-28,38376.34294222179
1_4_2013-07-05,38287.513508471646
1_4_2013-07-12,38070.560747350435
1_4_2013-07-19,37449.07654844478
1_4_2013-07-26,37502.41678440332
1_5_2012-11-02,25115.657222776186
1_5_2012-11-09,29240.07960004967
1_5_2012-11-16,35209.76157528325
1_5_2012-11-23,40770.57458034686
1_5_2012-11-30,40601.679898280956
1_5_2012-12-07,37685.440333917475
1_5_2012-12-14,41092.54069312649
1_5_2012-12-21,40262.01566583956
1_5_2012-12-28,41949.61792871414
1_5_2013-01-04,32922.016627973295
1_5_2013-01-11,25118.464988255324
1_5_2013-01-18,24039.01872537646
1_5_2013-01-25,22758.789116071366
1_5_2013-02-01,28201.4485140447
1_5_2013-02-08,36924.670118333124
1_5_2013-02-15,32655.32296162514
1_5_2013-02-22,30029.70806893183
1_5_2013-03-01,28840.35849450108
1_5_2013-03-08,27819.543714514082
1_5_2013-03-15,26075.182907398274
1_5_2013-03-22,25946.019546017124
1_5_2013-03-29,27935.066381984965
1_5_2013-04-05,25026.10363815374
1_5_2013-04-12,23334.897721361107
1_5_2013-04-19,21528.19054334143
1_5_2013-04-26,23195.107282548008
1_5_2013-05-03,20033.265640417703
1_5_2013-05-10,21158.4788836496
1_5_2013-05-17,19804.48595711106
1_5_2013-05-24,18955.32383299728
1_5_2013-05-31,19536.02836188608
1_5_2013-06-07,20135.484236826916
1_5_2013-06-14,20513.62363400155
1_5_2013-06-21,20484.200395307482
1_5_2013-06-28,20121.246646598243
1_5_2013-07-05,19675.1649765054
1_5_2013-07-12,18544.42140160895
1_5_2013-07-19,19092.60663901546
1_5_2013-07-26,19114.508950100524
1_6_2012-11-02,3582.386468550677
1_6_2012-11-09,4229.696699019154
1_6_2012-11-16,6045.010019513726
1_6_2012-11-23,6765.610846750842
1_6_2012-11-30,6964.460761263119
1_6_2012-12-07,6215.287311959276
1_6_2012-12-14,7385.451433992308
1_6_2012-12-21,7795.835407891831
1_6_2012-12-28,7913.825914499475
1_6_2013-01-04,5239.941265214453
1_6_2013-01-11,3152.549432083039
1_6_2013-01-18,2317.5831605595718
1_6_2013-01-25,2555.656157135384
1_6_2013-02-01,3703.108256576171
1_6_2013-02-08,5610.530077240006
1_6_2013-02-15,4310.9425311973855
1_6_2013-02-22,3883.7928189115637
1_6_2013-03-01,3983.49496841
1_6_2013-03-08,3913.590084359208
1_6_2013-03-15,3735.6151171020706
1_6_2013-03-22,3639.7403113635382
1_6_2013-03-29,3870.44471999925
1_6_2013-04-05,3483.327923691617
1_6_2013-04-12,3523.3241546960053
1_6_2013-04-19,3590.5677972942885
1_6_2013-04-26,3680.0888821855197
1_6_2013-05-03,3432.127429197543
1_6_2013-05-10,3656.9930208350947
1_6_2013-05-17,3830.904584866147
1_6_2013-05-24,3557.7247941037876
1_6_2013-05-31,3230.858876915888
1_6_2013-06-07,2982.0870462736193
1_6_2013-06-14,2889.27987935048
1_6_2013-06-21,2891.247987161074
1_6_2013-06-28,2782.616780732756
1_6_2013-07-05,2918.345760558552
1_6_2013-07-12,2634.651749107582
1_6_2013-07-19,2787.513473790358
1_6_2013-07-26,2766.5502042704275
1_7_2012-11-02,20940.12847337456
1_7_2012-11-09,23662.678024566863
1_7_2012-11-16,37717.95568928608
1_7_2012-11-23,31730.513106389833
1_7_2012-11-30,45374.14908854304
1_7_2012-12-07,38513.09405076195
1_7_2012-12-14,45238.2613073502
1_7_2012-12-21,47202.25630496178
1_7_2012-12-28,42907.335496718515
1_7_2013-01-04,27343.665638303028
1_7_2013-01-11,19263.493399131516
1_7_2013-01-18,14010.789179949934
1_7_2013-01-25,17570.452979668065
1_7_2013-02-01,20328.55920190119
1_7_2013-02-08,25070.18162852303
1_7_2013-02-15,22123.07723652151
1_7_2013-02-22,20968.17216023543
1_7_2013-03-01,20305.667070448126
1_7_2013-03-08,22848.248784350733
1_7_2013-03-15,19440.827673726708
1_7_2013-03-22,19323.698790949733
1_7_2013-03-29,20918.75090469318
1_7_2013-04-05,19040.31045543161
1_7_2013-04-12,20223.498440583637
1_7_2013-04-19,20437.82564488458
1_7_2013-04-26,19040.53947796433
1_7_2013-05-03,19035.83818128288
1_7_2013-05-10,19530.24457456929
1_7_2013-05-17,21225.6161592687
1_7_2013-05-24,23248.306427129693
1_7_2013-05-31,24112.583631103065
1_7_2013-06-07,23608.840120493336
1_7_2013-06-14,23049.167963870244
1_7_2013-06-21,22337.10969877911
1_7_2013-06-28,21359.530508030002
1_7_2013-07-05,20222.821371210455
1_7_2013-07-12,19760.23339542957
1_7_2013-07-19,19731.48172237956
1_7_2013-07-26,19539.34269857304
1_8_2012-11-02,39349.79706352868
1_8_2012-11-09,39532.65400235748
1_8_2012-11-16,39361.636627200125
1_8_2012-11-23,39117.99259649506
1_8_2012-11-30,39359.90516635771
1_8_2012-12-07,40219.16971555193
1_8_2012-12-14,41125.412578404284
1_8_2012-12-21,41523.55302158529
1_8_2012-12-28,40520.18392632166
1_8_2013-01-04,39290.179562960955
1_8_2013-01-11,38554.49990275099
1_8_2013-01-18,38957.13309537117
1_8_2013-01-25,39920.38544760567
1_8_2013-02-01,40613.0390020081
1_8_2013-02-08,40743.042877680506
1_8_2013-02-15,40595.21369160061
1_8_2013-02-22,40239.735923880005
1_8_2013-03-01,39832.20677209474
1_8_2013-03-08,39564.96042534732
1_8_2013-03-15,39306.194900722534
1_8_2013-03-22,39349.67924839037
1_8_2013-03-29,39351.511373161076
1_8_2013-04-05,39829.587010847754
1_8_2013-04-12,39830.185931585875
1_8_2013-04-19,39773.91332741402
1_8_2013-04-26,39524.353824031205
1_8_2013-05-03,38483.66283840583
1_8_2013-05-10,38846.45186803963
1_8_2013-05-17,39261.62490666303
1_8_2013-05-24,39240.050366266216
1_8_2013-05-31,39113.89151408159
1_8_2013-06-07,38912.69946223921
1_8_2013-06-14,38936.19756694209
1_8_2013-06-21,38840.63597531942
1_8_2013-06-28,38560.007796172
1_8_2013-07-05,38480.76596368126
1_8_2013-07-12,38432.27910262343
1_8_2013-07-19,38535.05455495491
1_8_2013-07-26,38434.61856112887
1_9_2012-11-02,40471.61553777179
1_9_2012-11-09,43903.974110213705
1_9_2012-11-16,39591.97980185123
1_9_2012-11-23,36907.025370049814
1_9_2012-11-30,31119.373578436076
1_9_2012-12-07,34263.58385719475
1_9_2012-12-14,33808.91435143815
1_9_2012-12-21,40075.790512045205
1_9_2012-12-28,34972.10640715883
1_9_2013-01-04,26622.54582838329
1_9_2013-01-11,21673.538376666052
1_9_2013-01-18,17886.18820241083
1_9_2013-01-25,22296.34565214889
1_9_2013-02-01,27108.167605962255
1_9_2013-02-08,28829.37535848213
1_9_2013-02-15,26981.373629939764
1_9_2013-02-22,28028.081584281084
1_9_2013-03-01,29074.422048933182
1_9_2013-03-08,34768.64271206211
1_9_2013-03-15,39332.04358478579
1_9_2013-03-22,42302.567057304754
1_9_2013-03-29,39891.45050760463
1_9_2013-04-05,42050.51963590353
1_9_2013-04-12,41010.85899911795
1_9_2013-04-19,39355.41434407746
1_9_2013-04-26,37226.45427840631
1_9_2013-05-03,37069.512516734896
1_9_2013-05-10,37377.15351410216
1_9_2013-05-17,38294.17170762105
1_9_2013-05-24,38361.81979903423
1_9_2013-05-31,38691.41680559116
1_9_2013-06-07,38542.507104499615
1_9_2013-06-14,37882.657133869136
1_9_2013-06-21,36201.506785919715
1_9_2013-06-28,32524.10997436755
1_9_2013-07-05,32796.8384393591
1_9_2013-07-12,31453.68206677181
1_9_2013-07-19,32126.112957104626
1_9_2013-07-26,30996.82844615697
1_10_2012-11-02,28270.08783463618
1_10_2012-11-09,28234.84717158779
1_10_2012-11-16,28543.960464966476
1_10_2012-11-23,29501.39868159061
1_10_2012-11-30,29463.827634259032
1_10_2012-12-07,29303.80495954412
1_10_2012-12-14,29248.335509752003
1_10_2012-12-21,29481.009029065266
1_10_2012-12-28,29454.961814911618
1_10_2013-01-04,28200.225543595763
1_10_2013-01-11,26153.90833580625
1_10_2013-01-18,26041.336912182458
1_10_2013-01-25,27294.45609882519
1_10_2013-02-01,30777.034920018923
1_10_2013-02-08,33618.078603700145
1_10_2013-02-15,35145.69914425473
1_10_2013-02-22,34022.709185970336
1_10_2013-03-01,32912.58709330152
1_10_2013-03-08,32696.948551907873
1_10_2013-03-15,33605.38737949774
1_10_2013-03-22,34437.074844180366
1_10_2013-03-29,35219.28967938892
1_10_2013-04-05,34076.34033592808
1_10_2013-04-12,33105.785570098276
1_10_2013-04-19,32874.61395196768
1_10_2013-04-26,32765.328775625207
1_10_2013-05-03,34136.82692494149
1_10_2013-05-10,33789.91484827053
1_10_2013-05-17,33903.25073194892
1_10_2013-05-24,34458.89636776806
1_10_2013-05-31,35221.34060277701
1_10_2013-06-07,35136.01445571883
1_10_2013-06-14,34616.57360123607
1_10_2013-06-21,33962.81660888453
1_10_2013-06-28,33464.78710605709
1_10_2013-07-05,33473.29836589951
1_10_2013-07-12,33313.656788290034
1_10_2013-07-19,32451.461193985135
1_10_2013-07-26,32267.40227710935
1_11_2012-11-02,21559.654871297276
1_11_2012-11-09,21794.041168848675
1_11_2012-11-16,23355.275993861596
1_11_2012-11-23,25104.201104992513
1_11_2012-11-30,26850.41719056431
1_11_2012-12-07,26813.270418817934
1_11_2012-12-14,27337.57929944513
1_11_2012-12-21,25103.977045475134
1_11_2012-12-28,24919.50564105343
1_11_2013-01-04,25250.705468166747
1_11_2013-01-11,23823.99454710049
1_11_2013-01-18,23986.51806517999
1_11_2013-01-25,21867.57895351325
1_11_2013-02-01,21619.66140405563
1_11_2013-02-08,22170.39659610166
1_11_2013-02-15,22571.407239097553
1_11_2013-02-22,22016.21914290235
1_11_2013-03-01,21305.94382201189
1_11_2013-03-08,21007.39904246726
1_11_2013-03-15,21209.5367292546
1_11_2013-03-22,21912.717084061136
1_11_2013-03-29,23100.46588949985
1_11_2013-04-05,21979.735854878818
1_11_2013-04-12,21591.653422439667
1_11_2013-04-19,21486.06508526548
1_11_2013-04-26,21864.770132035323
1_11_2013-05-03,22446.81182810934
1_11_2013-05-10,22874.338697133906
1_11_2013-05-17,23491.31501898023
1_11_2013-05-24,25618.42374433471
1_11_2013-05-31,27717.6623444696
1_11_2013-06-07,28402.25044191062
1_11_2013-06-14,29870.466390796173
1_11_2013-06-21,30578.362991164533
1_11_2013-06-28,29972.331602451362
1_11_2013-07-05,28069.764479854173
1_11_2013-07-12,29871.317228770364
1_11_2013-07-19,27555.39731845449
1_11_2013-07-26,28568.57929983222
1_12_2012-11-02,9706.408043878017
1_12_2012-11-09,9628.555333374634
1_12_2012-11-16,9212.075312794124
1_12_2012-11-23,9481.101507369656
1_12_2012-11-30,8834.875761282034
1_12_2012-12-07,9110.123750615065
1_12_2012-12-14,8260.159687333346
1_12_2012-12-21,8877.339612309566
1_12_2012-12-28,8357.197805614844
1_12_2013-01-04,8303.278237251878
1_12_2013-01-11,8168.464069256009
1_12_2013-01-18,8075.7864762735735
1_12_2013-01-25,8465.01839229031
1_12_2013-02-01,8791.056503762495
1_12_2013-02-08,8991.505667428402
1_12_2013-02-15,8879.581107927002
1_12_2013-02-22,9020.424295186669
1_12_2013-03-01,9355.025391113948
1_12_2013-03-08,9653.545851313513
1_12_2013-03-15,9922.36627755882
1_12_2013-03-22,9759.041196884458
1_12_2013-03-29,9297.21425395238
1_12_2013-04-05,9447.464970023851
1_12_2013-04-12,9405.617034949748
1_12_2013-04-19,9410.852135697658
1_12_2013-04-26,9284.864599821343
1_12_2013-05-03,9149.762949816997
1_12_2013-05-10,9134.779301349095
1_12_2013-05-17,9259.36154560277
1_12_2013-05-24,9522.1790435389
1_12_2013-05-31,9458.544322052452
1_12_2013-06-07,9243.918891378064
1_12_2013-06-14,9124.074582610749
1_12_2013-06-21,9137.077588149328
1_12_2013-06-28,9127.699334104578
1_12_2013-07-05,9077.189369782087
1_12_2013-07-12,9096.483572497442
1_12_2013-07-19,9098.196594652702
1_12_2013-07-26,9189.167781998494
1_13_2012-11-02,39961.073764298504
1_13_2012-11-09,40450.31424856541
1_13_2012-11-16,40612.17059053118
1_13_2012-11-23,40724.74224074214
1_13_2012-11-30,39609.416778741266
1_13_2012-12-07,39062.81472562496
1_13_2012-12-14,39002.53950665041
1_13_2012-12-21,39394.13194929676
1_13_2012-12-28,39562.13899848756
1_13_2013-01-04,39504.35147098382
1_13_2013-01-11,39377.57062138045
1_13_2013-01-18,39497.34473204547
1_13_2013-01-25,39740.108362294064
1_13_2013-02-01,40062.08468754513
1_13_2013-02-08,40465.90383598843
1_13_2013-02-15,40311.29398044718
1_13_2013-02-22,40270.82487546213
1_13_2013-03-01,40353.17946416268
1_13_2013-03-08,40141.70479448172
1_13_2013-03-15,39929.92362081476
1_13_2013-03-22,39594.408936058986
1_13_2013-03-29,39461.848543179
1_13_2013-04-05,39734.16811574435
1_13_2013-04-12,39698.42980774935
1_13_2013-04-19,39825.48940647091
1_13_2013-04-26,39887.27947092764
1_13_2013-05-03,39188.5427642055
1_13_2013-05-10,39248.61068514621
1_13_2013-05-17,39368.21453537607
1_13_2013-05-24,39587.2410740098
1_13_2013-05-31,39829.64847404799
1_13_2013-06-07,39909.37322154187
1_13_2013-06-14,40107.391004569006
1_13_2013-06-21,40176.64546600013
1_13_2013-06-28,40144.23937265104
1_13_2013-07-05,39775.472144317
1_13_2013-07-12,39960.385408049566
1_13_2013-07-19,39829.32678378368
1_13_2013-07-26,40032.30131546574
1_14_2012-11-02,13909.132767658539
1_14_2012-11-09,16496.76505499601
1_14_2012-11-16,21431.191354614828
1_14_2012-11-23,22095.84987394175
1_14_2012-11-30,23194.02004494555
1_14_2012-12-07,19974.899992402505
1_14_2012-12-14,23659.78423254079
1_14_2012-12-21,24337.460323229818
1_14_2012-12-28,26314.473643881945
1_14_2013-01-04,21376.655337528973
1_14_2013-01-11,16790.74999306238
1_14_2013-01-18,15167.482345904922
1_14_2013-01-25,13987.660751083307
1_14_2013-02-01,15685.324596866627
1_14_2013-02-08,19005.541420495007
1_14_2013-02-15,18070.354707986455
1_14_2013-02-22,17546.0653621023
1_14_2013-03-01,17561.59566867078
1_14_2013-03-08,17170.06017850141
1_14_2013-03-15,15232.509547276808
1_14_2013-03-22,13467.111119933777
1_14_2013-03-29,15802.019381532511
1_14_2013-04-05,14480.38947231381
1_14_2013-04-12,13985.08884538565
1_14_2013-04-19,13308.532307870028
1_14_2013-04-26,14609.798742557014
1_14_2013-05-03,12338.643923414322
1_14_2013-05-10,13260.15539129377
1_14_2013-05-17,12953.622812520267
1_14_2013-05-24,12643.329601538395
1_14_2013-05-31,11902.808927398957
1_14_2013-06-07,11458.507260735927
1_14_2013-06-14,11777.62958327193
1_14_2013-06-21,12553.315404940276
1_14_2013-06-28,12846.447652992534
1_14_2013-07-05,12337.896132098474
1_14_2013-07-12,11896.006646102325
1_14_2013-07-19,11526.55044212925
1_14_2013-07-26,11850.735794457672
1_16_2012-11-02,10772.194234925577
1_16_2012-11-09,10535.736738118276
1_16_2012-11-16,10045.933120567266
1_16_2012-11-23,11079.594157653675
1_16_2012-11-30,10088.846824869443
1_16_2012-12-07,10339.931540566457
1_16_2012-12-14,8953.86703697523
1_16_2012-12-21,10316.467936047417
1_16_2012-12-28,10081.528619180373
1_16_2013-01-04,9771.74049790615
1_16_2013-01-11,8835.6624432392
1_16_2013-01-18,8745.174221909698
1_16_2013-01-25,9710.259734200275
1_16_2013-02-01,11564.038827829901
1_16_2013-02-08,13771.296860387612
1_16_2013-02-15,15240.155958631578
1_16_2013-02-22,17124.870763031387
1_16_2013-03-01,20689.02968982281
1_16_2013-03-08,24476.26548315364
1_16_2013-03-15,28183.740007613218
1_16_2013-03-22,29039.897955660654
1_16_2013-03-29,33159.5576042921
1_16_2013-04-05,35579.72463675641
1_16_2013-04-12,35688.54333127861
1_16_2013-04-19,34454.743149375754
1_16_2013-04-26,32955.65332044474
1_16_2013-05-03,36807.9460497183
1_16_2013-05-10,34660.76350802227
1_16_2013-05-17,36386.178465679724
1_16_2013-05-24,38201.282597961515
1_16_2013-05-31,37724.06706475983
1_16_2013-06-07,35551.53819082682
1_16_2013-06-14,34224.03576125568
1_16_2013-06-21,33826.71215345702
1_16_2013-06-28,33672.244792300145
1_16_2013-07-05,33001.23666555718
1_16_2013-07-12,31162.388496350828
1_16_2013-07-19,28443.291565728512
1_16_2013-07-26,26885.939573651798
1_17_2012-11-02,8354.597206899607
1_17_2012-11-09,8893.070218905998
1_17_2012-11-16,9701.168275966402
1_17_2012-11-23,9812.416534993317
1_17_2012-11-30,10187.187781353237
1_17_2012-12-07,9880.28679760958
1_17_2012-12-14,10949.644864100628
1_17_2012-12-21,11557.623886661237
1_17_2012-12-28,11509.095577984743
1_17_2013-01-04,9973.889720398405
1_17_2013-01-11,8660.714795799011
1_17_2013-01-18,8422.838885859921
1_17_2013-01-25,8478.191642074857
1_17_2013-02-01,9081.844396722276
1_17_2013-02-08,9531.48193082686
1_17_2013-02-15,9826.799749944345
1_17_2013-02-22,9787.963296626936
1_17_2013-03-01,9997.8177838077645
1_17_2013-03-08,9670.118640466153
1_17_2013-03-15,9192.616695969642
1_17_2013-03-22,8464.636142487352
1_17_2013-03-29,8760.66018587995
1_17_2013-04-05,8450.379981133778
1_17_2013-04-12,8093.376718165113
1_17_2013-04-19,7422.863009089928
1_17_2013-04-26,8366.281945172796
1_17_2013-05-03,7550.175914164764
1_17_2013-05-10,8005.029329953077
1_17_2013-05-17,7590.646086415923
1_17_2013-05-24,7264.411374593792
1_17_2013-05-31,7096.249827864591
1_17_2013-06-07,7116.21736991314
1_17_2013-06-14,7257.517734170132
1_17_2013-06-21,7463.625851795501
1_17_2013-06-28,7410.890959159239
1_17_2013-07-05,7012.712381869601
1_17_2013-07-12,7033.244499046172
1_17_2013-07-19,7024.895748324476
1_17_2013-07-26,7417.480062089834
1_18_2012-11-02,11708.21325391578
1_18_2012-11-09,10599.505683743506
1_18_2012-11-16,13670.061521679898
1_18_2012-11-23,21833.789393297226
1_18_2012-11-30,27161.6925464346
1_18_2012-12-07,28150.005877582145
1_18_2012-12-14,27417.672652841447
1_18_2012-12-21,19216.201171775552
1_18_2012-12-28,16311.569683572476
1_18_2013-01-04,12981.138243470275
1_18_2013-01-11,10637.716446912556
1_18_2013-01-18,8381.615569994763
1_18_2013-01-25,5647.380738224979
1_18_2013-02-01,8037.039974984497
1_18_2013-02-08,13722.00613074656
1_18_2013-02-15,16163.214612881762
1_18_2013-02-22,14002.025230097805
1_18_2013-03-01,9412.945032993488
1_18_2013-03-08,6475.357532649224
1_18_2013-03-15,4872.377741804679
1_18_2013-03-22,7387.418477416694
1_18_2013-03-29,11015.220529457425
1_18_2013-04-05,8603.597396683466
1_18_2013-04-12,7837.722170970525
1_18_2013-04-19,7590.71112612089
1_18_2013-04-26,7344.932492105148
1_18_2013-05-03,6534.284149237775
1_18_2013-05-10,5316.493200697767
1_18_2013-05-17,5199.62183227733
1_18_2013-05-24,3218.2019420425463
1_18_2013-06-07,3932.6973197605603
1_18_2013-07-05,4409.8652204709015
1_19_2012-11-02,1370.4508446063235
1_19_2012-11-09,1307.51029470818
1_19_2012-11-16,1244.059159383211
1_19_2012-11-23,1271.2850324390308
1_19_2012-11-30,1342.7815535059347
1_19_2012-12-07,1470.5586730887078
1_19_2012-12-14,1508.7488435969422
1_19_2012-12-21,1526.9397096561195
1_19_2012-12-28,1353.1963011726043
1_19_2013-01-04,1182.0039216551177
1_19_2013-01-11,1018.1472245405952
1_19_2013-01-18,1072.9777015138006
1_19_2013-01-25,1139.452669275493
1_19_2013-02-01,1243.9387871847152
1_19_2013-02-08,1271.9600156879048
1_19_2013-02-15,1279.4141272788243
1_19_2013-02-22,1275.9394487989416
1_19_2013-03-01,1255.0353308976469
1_19_2013-03-08,1361.3300996643834
1_19_2013-03-15,1390.3641606535284
1_19_2013-03-22,1394.140521912189
1_19_2013-03-29,1348.1925992244142
1_19_2013-04-05,1354.1484344103797
1_19_2013-04-12,1341.518238735962
1_19_2013-04-19,1331.1472652711868
1_19_2013-04-26,1324.8015203711434
1_19_2013-05-03,1323.975961342158
1_19_2013-05-10,1348.2094268049136
1_19_2013-05-17,1366.2583940765107
1_19_2013-05-24,1309.112230834044
1_19_2013-05-31,1249.5364953986823
1_19_2013-06-07,1180.573996145878
1_19_2013-06-14,1133.533529618237
1_19_2013-06-21,1137.6513567932516
1_19_2013-06-28,1135.2182014694788
1_19_2013-07-05,1150.0267674932136
1_19_2013-07-12,1124.7167589058158
1_19_2013-07-19,1137.238777320264
1_19_2013-07-26,1161.396606876634
1_20_2012-11-02,3357.0971334312426
1_20_2012-11-09,3469.8388452558174
1_20_2012-11-16,3747.9779764980854
1_20_2012-11-23,3977.570503692179
1_20_2012-11-30,3770.44458265448
1_20_2012-12-07,3525.7827322693415
1_20_2012-12-14,3625.7714359498896
1_20_2012-12-21,3788.111068213193
1_20_2012-12-28,4033.6444445022153
1_20_2013-01-04,3876.091776416716
1_20_2013-01-11,3648.535609942937
1_20_2013-01-18,3578.529610025663
1_20_2013-01-25,3586.11643832871
1_20_2013-02-01,3768.241803811411
1_20_2013-02-08,3993.5955183388633
1_20_2013-02-15,3912.7671235210973
1_20_2013-02-22,3897.48296705329
1_20_2013-03-01,4122.989726621939
1_20_2013-03-08,4192.500233488173
1_20_2013-03-15,4129.96700936795
1_20_2013-03-22,3824.0836813421615
1_20_2013-03-29,3719.4093271666884
1_20_2013-04-05,3532.474899531665
1_20_2013-04-12,3411.136418046366
1_20_2013-04-19,3486.695797207434
1_20_2013-04-26,3701.7256543292874
1_20_2013-05-03,3305.3607045437584
1_20_2013-05-10,3371.0909609794558
1_20_2013-05-17,3473.6628063468133
1_20_2013-05-24,3719.2706944095235
1_20_2013-05-31,3891.3774828125147
1_20_2013-06-07,3712.8558890839663
1_20_2013-06-14,3767.6776771099117
1_20_2013-06-21,3903.5215489379875
1_20_2013-06-28,3918.0155923562243
1_20_2013-07-05,3755.5245172801724
1_20_2013-07-12,3816.2063486990673
